work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W7155679747,https://openalex.org/W7155679747,https://doi.org/10.5281/zenodo.19798166,JudgeSense: A Benchmark for Prompt Sensitivity in LLM-as-a-Judge Systems,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19798166,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19798166,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Rohith Reddy Bellibatlu,Rohith Reddy Bellibatlu,large language model,1,newest,1
W7155679912,https://openalex.org/W7155679912,https://doi.org/10.5281/zenodo.19787746,Quantitative Analysis of Hallucination Bias in LLM Counting Tasks and Suppression Effects via Structured Protocol (KIS),2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19787746,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19787746,,cc-by,,True,T10206,Meta-analysis and systematic reviews,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,1,0,0,,Hiroyasu Hasegawa,Hiroyasu Hasegawa,large language model|prompt engineering,2,newest,1
W7155680426,https://openalex.org/W7155680426,https://doi.org/10.5281/zenodo.19798902,Molecular Olfaction Architecture (MOA): A Conceptual Framework for Olfactory Perception in Large Language Models,2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19798902,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19798902,,cc-by,,True,T11667,Advanced Chemical Sensor Technologies,Biomedical Engineering,Engineering,Physical Sciences,1,0,0,,Junior Maia,Junior Maia,large language model|multimodal large language model,2,newest,2
W7155685184,https://openalex.org/W7155685184,https://doi.org/10.5281/zenodo.19793960,URCM Framework and LLM Context Formalization: Structural Limits of Hallucination Suppression in High-Capacity Models,2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19793960,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19793960,,cc-by,,True,T11689,Adversarial Robustness in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Oleg Zmiievskyi,Oleg Zmiievskyi,large language model,1,newest,1
W7155685617,https://openalex.org/W7155685617,https://doi.org/10.5281/zenodo.19795995,Multilingual Fake News Detection in Indic Languages Using Fine-Tuned MuRIL,2026,2026-04-26,other,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19795995,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19795995,,cc-by,,True,,,,,,3,0,0,,Abhinandan Rathi,Avi Verma,large language model,1,newest,1
W7155685951,https://openalex.org/W7155685951,https://doi.org/10.5281/zenodo.19795535,TruthLens: A Multimodal AI Framework for Real-Time Fake News Detection and Media Verification,2026,2026-04-26,article,,en,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19795535,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19795535,,cc-by,,True,T11147,Misinformation and Its Impacts,Sociology and Political Science,Social Sciences,Social Sciences,1,0,0,,Yash Kushwaha,Yash Kushwaha,large language model,1,newest,1
W7155687382,https://openalex.org/W7155687382,https://doi.org/10.5281/zenodo.19791329,Phase Transitions in LLM Epistemic Autonomy: The Epistemic Curie Temperature,2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19791329,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19791329,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Sardor Razikov,Sardor Razikov,large language model,1,newest,1
W7155687550,https://openalex.org/W7155687550,https://doi.org/10.5281/zenodo.19783335,"AI-Based System for Detection, Recognition, and Translation of Ancient Inscriptions Using Multi-Stage Deep Learning and Language Models",2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19783335,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19783335,,cc-by,,True,T10601,Handwritten Text Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,5,0,0,,Sabitha .K,Wesly Jasper .N,large language model,1,newest,1
W7155687847,https://openalex.org/W7155687847,https://doi.org/10.5281/zenodo.19789623,Continuity‑Preserving Tree‑of‑Thought: A Framework for Stable Reasoning in Large Language Models,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19789623,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19789623,,cc-by,,True,T10778,Philosophy and History of Science,History and Philosophy of Science,Arts and Humanities,Social Sciences,1,0,0,,Aure Ecker-Fils,Aure Ecker-Fils,large language model,1,newest,2
W7155688999,https://openalex.org/W7155688999,https://doi.org/10.7759/cureus.107729,Detecting Citation Veneer in Guideline-Grounded Clinical and Public Health Large Language Model (LLM) Outputs: A Clinical Evidence Audit Grid Using CENHOV Tags,2026,2026-04-26,article,,en,0,0.0,,,17,1,False,False,True,diamond,https://doi.org/10.7759/cureus.107729,False,S2738950867,Cureus,journal,2168-8184,"Cureus, Inc.",https://doi.org/10.7759/cureus.107729,,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,1,0,0,,Yuusuke Harada,Yuusuke Harada,large language model,1,newest,3
W7155689304,https://openalex.org/W7155689304,https://doi.org/10.5281/zenodo.19798903,Molecular Olfaction Architecture (MOA): A Conceptual Framework for Olfactory Perception in Large Language Models,2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19798903,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19798903,,cc-by,,True,T11667,Advanced Chemical Sensor Technologies,Biomedical Engineering,Engineering,Physical Sciences,1,0,0,,Junior Maia,Junior Maia,large language model|multimodal large language model,2,newest,2
W7155690442,https://openalex.org/W7155690442,https://doi.org/10.5281/zenodo.19787018,Beyond Fluency: Diagnosing and Verifying Causal Admissibility in Large Language Models,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19787018,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19787018,,cc-by,,True,T12026,Explainable Artificial Intelligence (XAI),Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,PK,Yahya Khan,Huzaifa Khan,large language model,1,newest,2
W7155691946,https://openalex.org/W7155691946,https://doi.org/10.5281/zenodo.19787281,Beyond Fluency: Diagnosing and Verifying Causal Admissibility in Large Language Models,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19787281,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19787281,,cc-by,,True,T12026,Explainable Artificial Intelligence (XAI),Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,PK,Yahya Khan,Huzaifa Khan,large language model,1,newest,2
W7155692382,https://openalex.org/W7155692382,https://doi.org/10.71451/istaer2620,Real Time Adaptive Teaching Digital Human System Based on Large Language Model,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,hybrid,https://www.istaer.online/index.php/Home/article/download/doi_10.71451_ISTAER2620/publications.pdf,False,S5407037914,International Scientific Technical and Economic Research,journal,2959-1309,,https://doi.org/10.71451/istaer2620,https://www.istaer.online/index.php/Home/article/download/doi_10.71451_ISTAER2620/publications.pdf,cc-by,publishedVersion,True,T12260,Educational Technology and Pedagogy,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,CN,Wumeng Yang,Wumeng Yang,large language model,1,newest,2
W7155692466,https://openalex.org/W7155692466,https://doi.org/10.5281/zenodo.19792170,Coded Enforcement Dataset for EU DPA Enforcement Actions Against LLM Providers,2026,2026-04-26,dataset,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19792170,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19792170,,,,True,,,,,,1,0,0,,Sandeep Kumar,Sandeep Kumar,large language model,1,newest,1
W7155696753,https://openalex.org/W7155696753,https://doi.org/10.5281/zenodo.19798165,JudgeSense: A Benchmark for Prompt Sensitivity in LLM-as-a-Judge Systems,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19798165,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19798165,,cc-by,,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Rohith Reddy Bellibatlu,Rohith Reddy Bellibatlu,large language model,1,newest,1
W7155697302,https://openalex.org/W7155697302,https://doi.org/10.5281/zenodo.19788683,LLM-Driven Semantic Understanding and Automatic Categorization of Public Issue Reports in Smart Cities,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19788683,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19788683,,,,True,T11479,Smart Cities and Technologies,Media Technology,Engineering,Physical Sciences,7,1,1,IN,Hitesh Bhor,Prof A.  L.  Rane,large language model|multimodal large language model,2,newest,1
W7155697311,https://openalex.org/W7155697311,https://doi.org/10.5281/zenodo.19795994,Multilingual Fake News Detection in Indic Languages Using Fine-Tuned MuRIL,2026,2026-04-26,other,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19795994,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19795994,,cc-by,,True,,,,,,3,0,0,,Abhinandan Rathi,Avi Verma,large language model,1,newest,1
W7155697587,https://openalex.org/W7155697587,https://doi.org/10.5281/zenodo.19781110,EVALUATING STRATEGIES FOR LARGE LANGUAGE MODEL (LLM) INTEGRATION AS PERSONALIZED ESL PEDAGOGICAL TOOLS,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19781110,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19781110,,cc-by,,True,T10021,EFL/ESL Teaching and Learning,Language and Linguistics,Arts and Humanities,Social Sciences,1,0,0,,Reimbayeva Zilola Rustam qizi,Reimbayeva Zilola Rustam qizi,large language model,1,newest,3
W7155699052,https://openalex.org/W7155699052,https://doi.org/10.5281/zenodo.19796299,Multi-Class Sentiment and Toxicity Analysis of YouTube Comments Using Hybrid Machine Learning and Transformer Models,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19796299,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19796299,,cc-by,,True,T12262,Hate Speech and Cyberbullying Detection,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Avi Verma,Avi Verma,large language model,1,newest,1
W7155699937,https://openalex.org/W7155699937,https://doi.org/10.5281/zenodo.19800302,LLM-Guided Sequence Reconstruction for Degraded OCR Output: Closing the Latency Gap with Parallel Inference,2026,2026-04-26,preprint,,en,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19800302,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19800302,,cc-by,,True,T10601,Handwritten Text Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,1,1,1,AR,Alejandro Jaime,Alejandro Jaime,large language model,1,newest,2
W7155700218,https://openalex.org/W7155700218,https://doi.org/10.70593/deepsci.0202049,Adoption and pedagogical use of generative artificial intelligence in K-12 mathematics/science/language classrooms: Challenges and opportunities,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,hybrid,https://doi.org/10.70593/deepsci.0202049,False,S5407056132,International Journal of Applied Resilience and Sustainability,journal,3108-1622,,https://doi.org/10.70593/deepsci.0202049,,cc-by,publishedVersion,True,T11902,Intelligent Tutoring Systems and Adaptive Learning,Artificial Intelligence,Computer Science,Physical Sciences,1,0,0,,Miracle Chinemerem Kwuobasi,Miracle Chinemerem Kwuobasi,generative artificial intelligence|large language model|multimodal large language model,3,newest,1
W7155700252,https://openalex.org/W7155700252,https://doi.org/10.5281/zenodo.19788569,AI Alchemy in Medicine: A Vision for LLM-as-Policy Molecular Design via OpenEnv,2026,2026-04-26,preprint,,,0,,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19788569,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19788569,,cc-by,,True,T11948,Machine Learning in Materials Science,Materials Chemistry,Materials Science,Physical Sciences,3,0,0,,Sahil Shah,Anshuman Atrey,large language model,1,newest,1
W7155701494,https://openalex.org/W7155701494,https://doi.org/10.1038/s41598-026-49329-x,Two stage AI framework for strength prediction and generative LLM for geopolymer concrete,2026,2026-04-26,article,,en,0,0.0,,,0,1,False,False,True,gold,https://doi.org/10.1038/s41598-026-49329-x,False,S196734849,Scientific Reports,journal,2045-2322,Nature Portfolio,https://doi.org/10.1038/s41598-026-49329-x,,cc-by-nc-nd,publishedVersion,True,T10687,Innovative concrete reinforcement materials,Civil and Structural Engineering,Engineering,Physical Sciences,3,2,2,DE|IN,M. S. Aravind Unni,Shimol Philip,generative artificial intelligence|large language model,2,newest,1
W7155701790,https://openalex.org/W7155701790,https://doi.org/10.5281/zenodo.19785391,Negative Subjectivity: Ontological Research on Large Language Models,2026,2026-04-26,article,,,0,0.0,,,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.19785391,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.19785391,,cc-by,,True,T11883,Embodied and Extended Cognition,Cognitive Neuroscience,Neuroscience,Life Sciences,1,0,0,,Mingdi Fan,Mingdi Fan,large language model,1,newest,2
